,word,bz_bio,re_bio
1459,2,O,O
1460,4,O,O
1461,和,O,O
1462,阴,B_symptom,B_symptom
1463,茎,I_symptom,I_symptom
1464,血,I_symptom,I_symptom
1465,流,I_symptom,I_symptom
1466,量,I_symptom,I_symptom
1467,不,I_symptom,I_symptom
1468,足,I_symptom,I_symptom
1469,。,O,O
1470,有,O,O
1471,道,O,O
1472,理,O,O
1473,你,O,O
1474,直,O,O
1475,接,O,O
1476,说,O,O
1477,整,O,O
1478,么,O,O
1479,治,O,O
1480,疗,O,O
1481,吧,O,O
1482,你,O,O
1483,的,O,O
1484,意,O,O
1485,思,O,O
1486,不,O,O
1487,就,O,O
1488,是,O,O
1489,去,O,O
1490,你,O,O
1491,医,O,O
1492,院,O,O
1493,检,O,O
1494,查,O,O
1495,一,O,O
1496,下,O,O
1497,吗,O,O
1498,女,O,O
1499,人,O,O
1500,高,B_physiology,B_physiology
1501,潮,I_physiology,I_physiology
1502,是,O,O
1503,什,O,O
1504,么,O,O
1505,多,O,O
1506,久,O,O
1507,有,O,O
1508,结,O,O
1509,果,O,O
1510,3,B_datetime,B_datetime
1511,个,I_datetime,I_datetime
1512,小,I_datetime,I_datetime
1513,时,I_datetime,I_datetime
1514,应,O,O
1515,该,O,O
1516,有,O,O
1517,了,O,O
1518,吧,O,O
1519,没,O,O
1520,有,O,O
1521,咱,O,O
1522,们,O,O
1523,多,O,O
1524,大,O,O
1525,年,O,O
1526,龄,O,O
1527,了,O,O
1528,呢,O,O
1529,，,O,O
1530,目,O,O
1531,前,O,O
1532,有,O,O
1533,确,O,O
1534,诊,O,O
1535,是,O,O
1536,包,B_symptom,B_sickness
1537,皮,I_symptom,I_sickness
1538,过,I_symptom,I_sickness
1539,长,I_symptom,I_sickness
1540,还,O,O
1541,是,O,O
1542,包,B_symptom,B_sickness
1543,茎,I_symptom,I_sickness
1544,了,O,O
1545,吗,O,O
1546,？,O,O
1547,频,B_cause,B_cause
1548,繁,I_cause,I_cause
1549,手,I_cause,I_cause
1550,淫,I_cause,I_cause
1551,有,O,O
1552,请,O,O
1553,问,O,O
1554,是,O,O
1555,预,O,O
1556,约,O,O
1557,挂,O,O
1558,号,O,O
1559,呢,O,O
1560,",",O,O
1561,还,O,O
1562,是,O,O
1563,疾,O,O
1564,病,O,O
1565,咨,O,O
1566,询,O,O
1567,?,O,O
1568,绵,O,B_org
1569,阳,O,I_org
1570,博,O,I_org
1571,大,O,I_org
1572,医,O,I_org
1573,院,O,I_org
1574,，,O,O
1575,有,O,O
1576,什,O,O
1577,么,O,O
1578,需,O,O
1579,要,O,O
1580,帮,O,O
1581,助,O,O
1582,的,O,O
1583,吗,O,O
1584,是,O,O
1585,肾,B_part,B_part
1586,原,O,O
1587,因,O,O
1588,吗,O,O
1589,？,O,O
1590,起,O,O
1591,初,O,O
1592,没,O,O
1593,太,O,O
1594,在,O,O
1595,意,O,O
1596,我,O,O
1597,知,O,O
1598,道,O,O
1599,了,O,O
1600,1,O,O
1601,3,O,O
1602,7,O,O
1603,7,O,O
1604,8,O,O
1605,1,O,O
1606,5,O,O
1607,4,O,O
1608,6,O,O
1609,2,O,O
1610,4,O,O
1611,我,O,O
1612,的,O,O
1613,微,O,O
1614,信,O,O
1615,，,O,O
1616,你,O,O
1617,可,O,O
1618,以,O,O
1619,添,O,O
1620,加,O,O
1621,我,O,O
1622,怎,O,O
1623,么,O,O
1624,治,O,O
1625,疗,O,O
1626,呀,O,O
1627,，,O,O
1628,，,O,O
1629,吃,O,B_othertreatment
1630,药,O,I_othertreatment
1631,吗,O,O
1632,在,O,O
1633,生,B_part,B_part
1634,殖,I_part,I_part
1635,器,I_part,I_part
1636,官,I_part,I_part
1637,上,O,O
1638,今,B_datetime,B_datetime
1639,天,I_datetime,I_datetime
1640,好,O,O
1641,像,O,O
1642,又,O,O
1643,长,B_symptom,B_symptom
1644,了,I_symptom,I_symptom
1645,两,I_symptom,I_symptom
1646,个,I_symptom,I_symptom
1647,，,O,O
1648,嗯,O,O
1649,，,O,O
1650,因,O,O
1651,为,O,O
1652,病,O,O
1653,症,O,O
1654,已,O,O
1655,经,O,O
1656,出,O,O
1657,现,O,O
1658,了,O,O
1659,，,O,O
1660,如,O,O
1661,果,O,O
1662,不,O,O
1663,管,O,O
1664,的,O,O
1665,话,O,O
1666,，,O,O
1667,也,O,O
1668,不,O,O
1669,会,O,O
1670,自,O,O
1671,己,O,O
1672,恢,O,O
1673,复,O,O
1674,过,O,O
1675,来,O,O
1676,的,O,O
1677,咱,O,O
1678,们,O,O
1679,出,O,O
1680,现,O,O
1681,这,O,O
1682,个,O,O
1683,情,O,O
1684,况,O,O
1685,之,O,O
1686,后,O,O
1687,有,O,O
1688,去,O,O
1689,医,O,O
1690,院,O,O
1691,检,O,O
1692,查,O,O
1693,过,O,O
1694,吗,O,O
1695,？,O,O
1696,怎,O,O
1697,么,O,O
1698,麻,O,O
1699,烦,O,O
1700,医,O,O
1701,生,O,O
1702,我,O,O
1703,这,O,O
1704,病,O,O
1705,几,O,O
1706,天,O,O
1707,就,O,O
1708,不,O,O
1709,用,O,O
1710,换,O,O
1711,药,O,O
1712,了,O,O
1713,久,B_cause,B_cause
1714,坐,I_cause,I_cause
1715,是,O,O
1716,工,O,O
1717,作,O,O
1718,原,O,O
1719,因,O,O
1720,，,O,O
1721,性,B_physiology,B_physiology
1722,生,I_physiology,I_physiology
1723,活,I_physiology,I_physiology
1724,一,B_frequency,B_frequency
1725,周,I_frequency,I_frequency
1726,一,I_frequency,I_frequency
1727,次,I_frequency,I_frequency
1728,吧,O,O
1729,博,B_symptom,B_symptom
1730,起,I_symptom,I_symptom
1731,软,I_symptom,I_symptom
1732,4,O,I_symptom
1733,0,O,I_symptom
1734,性,B_physiology,B_physiology
1735,生,I_physiology,I_physiology
1736,活,I_physiology,I_physiology
1737,能,O,O
1738,达,O,O
1739,到,O,O
1740,五,B_datetime,B_datetime
1741,十,I_datetime,I_datetime
1742,分,I_datetime,I_datetime
1743,钟,I_datetime,I_datetime
1744,左,O,I_datetime
1745,右,O,I_datetime
1746,么,O,O
1747,！,O,O
1748,我,O,O
1749,是,O,O
1750,遇,O,O
1751,到,O,O
1752,什,O,O
1753,么,O,O
1754,问,O,O
1755,题,O,O
1756,了,O,O
1757,呢,O,O
1758,，,O,O
1759,请,O,O
1760,讲,O,O
1761,现,O,O
1762,在,O,O
1763,是,O,O
1764,五,B_frequency,B_frequency
1765,天,I_frequency,I_frequency
1766,一,I_frequency,I_frequency
1767,次,I_frequency,I_frequency
1768,右,O,B_symptom
1769,侧,O,I_symptom
1770,睾,B_symptom,I_symptom
1771,丸,I_symptom,I_symptom
1772,肿,I_symptom,I_symptom
1773,胀,I_symptom,I_symptom
1774,疼,B_symptom,I_symptom
1775,痛,I_symptom,I_symptom
1776,，,O,O
1777,精,B_symptom,B_symptom
1778,子,I_symptom,I_symptom
1779,成,I_symptom,I_symptom
1780,水,I_symptom,I_symptom
1781,状,I_symptom,I_symptom
1782,。,O,O
1783,，,O,O
1784,射,B_symptom,B_physiology
1785,精,I_symptom,I_physiology
1786,会,I_symptom,O
1787,阴,I_symptom,B_symptom
1788,车,I_symptom,I_symptom
1789,疼,I_symptom,I_symptom
1790,痛,I_symptom,I_symptom
1791,。,O,O
1792,请,O,O
1793,问,O,O
1794,是,O,O
1795,什,O,O
1796,么,O,O
1797,原,O,O
1798,因,O,O
1799,找,B_cause,B_cause
1800,过,I_cause,I_cause
1801,小,I_cause,I_cause
1802,姐,I_cause,I_cause
1803,，,O,O
1804,有,O,O
1805,时,O,O
1806,候,O,O
1807,半,B_frequency,B_frequency
1808,个,I_frequency,I_frequency
1809,月,I_frequency,I_frequency
1810,一,I_frequency,I_frequency
1811,次,I_frequency,I_frequency
1812,，,O,O
1813,有,O,O
1814,时,O,O
1815,候,O,O
1816,2,B_frequency,B_frequency
1817,0,I_frequency,I_frequency
1818,天,I_frequency,I_frequency
1819,一,I_frequency,I_frequency
1820,次,I_frequency,I_frequency
1821,药,O,O
1822,片,O,O
1823,可,O,O
1824,以,O,O
1825,吗,O,O
1826,如,O,O
1827,果,O,O
1828,是,O,O
1829,很,O,O
1830,久,O,O
1831,没,O,O
1832,做,O,O
1833,第,B_symptom,O
1834,一,I_symptom,O
1835,次,I_symptom,O
1836,快,I_symptom,O
1837,也,O,O
1838,不,O,O
1839,为,O,O
1840,过,O,O
1841,吧,O,O
1842,喝,B_cause,B_cause
1843,酒,I_cause,I_cause
1844,熬,B_cause,B_cause
1845,夜,I_cause,I_cause
1846,有,O,O
1847,1,B_symptom,B_sickness
1848,2,I_symptom,I_sickness
1849,分,I_symptom,I_sickness
1850,钟,I_symptom,I_sickness
1851,就,I_symptom,I_sickness
1852,射,I_symptom,I_sickness
1853,了,O,O
1854,，,O,O
1855,怎,O,O
1856,么,O,O
1857,处,O,O
1858,理,O,O
1859,？,O,O
1860,出,O,O
1861,现,O,O
1862,这,O,O
1863,样,O,O
1864,的,O,O
1865,情,O,O
1866,况,O,O
1867,多,O,O
1868,长,O,O
1869,时,O,O
1870,间,O,O
1871,了,O,O
1872,？,O,O
1873,就,O,O
1874,那,O,O
1875,个,O,O
1876,圈,O,O
1877,圈,O,O
1878,里,O,O
1879,早,B_symptom,B_cause
1880,泄,I_symptom,I_cause
1881,是,O,O
1882,不,O,O
1883,是,O,O
1884,肾,B_symptom,B_sickness
1885,亏,I_symptom,I_sickness
1886,稍,O,O
1887,等,O,O
1888,如,O,O
1889,果,O,O
1890,确,O,O
1891,实,O,O
1892,出,O,O
1893,现,O,O
1894,异,O,O
1895,常,O,O
1896,问,O,O
1897,题,O,O
1898,需,O,O
1899,要,O,O
1900,及,O,O
1901,时,O,O
1902,控,O,O
1903,制,O,O
1904,炎,O,O
1905,症,O,O
1906,避,O,O
1907,免,O,O
1908,进,O,O
1909,一,O,O
1910,步,O,O
1911,加,O,O
1912,重,O,O
1913,但,O,O
1914,治,O,O
1915,疗,O,O
1916,以,O,O
1917,药,O,O
1918,物,O,O
1919,为,O,O
1920,主,O,O
1921,也,O,O
1922,相,O,O
1923,对,O,O
1924,比,O,O
1925,较,O,O
1926,简,O,O
1927,单,O,O
1928,查,O,O
1929,明,O,O
1930,病,O,O
1931,因,O,O
1932,后,O,O
1933,治,O,O
1934,疗,O,O
1935,恢,O,O
1936,复,O,O
1937,不,O,O
1938,是,O,O
1939,问,O,O
1940,题,O,O
1941,请,O,O
1942,问,O,O
1943,您,O,O
1944,是,O,O
1945,男,O,O
1946,性,O,O
1947,还,O,O
1948,是,O,O
1949,女,O,O
1950,性,O,O
1951,，,O,O
1952,今,O,O
1953,年,O,O
1954,多,O,O
1955,大,O,O
1956,年,O,O
1957,龄,O,O
1958,了,O,O
1959,男,O,O
1960,性,O,O
1961,，,O,O
1962,4,B_age,O
1963,2,I_age,O
1964,岁,I_age,O
1965,！,O,O
1966,当,O,O
1967,时,O,O
1968,怎,O,O
1969,么,O,O
1970,没,O,O
1971,治,O,O
1972,疗,O,O
1973,呢,O,O
1974,？,O,O
1975,医,O,O
1976,生,O,O
1977,，,O,O
1978,我,O,O
1979,是,O,O
1980,手,B_cause,B_cause
1981,淫,I_cause,I_cause
1982,多,O,I_cause
1983,了,O,I_cause
1984,吗,O,O
1985,，,O,O
1986,还,O,O
1987,是,O,O
1988,跟,O,O
1989,我,O,O
1990,熬,B_cause,B_cause
1991,夜,I_cause,I_cause
1992,有,O,O
1993,关,O,O
1994,嗯,O,O
1995,，,O,O
1996,在,O,O
1997,出,O,O
1998,现,O,O
1999,这,O,O
2000,种,O,O
2001,症,O,O
2002,状,O,O
2003,之,O,O
2004,前,O,O
2005,是,O,O
2006,否,O,O
2007,有,O,O
2008,受,B_cause,O
2009,过,I_cause,O
2010,外,I_cause,B_cause
2011,伤,I_cause,I_cause
2012,或,O,O
2013,者,O,O
2014,过,O,O
2015,于,O,O
2016,剧,B_cause,B_cause
2017,烈,I_cause,I_cause
2018,的,I_cause,I_cause
2019,性,I_cause,I_cause
2020,生,I_cause,I_cause
2021,活,I_cause,I_cause
2022,反,O,O
2023,正,O,O
2024,以,O,O
2025,前,O,O
2026,都,O,O
2027,正,O,O
2028,常,O,O
2029,，,O,O
2030,而,O,O
2031,且,O,O
2032,时,O,O
2033,间,O,O
2034,挺,O,O
2035,长,O,O
2036,的,O,O
2037,恩,O,O
2038,，,O,O
2039,那,O,O
2040,咱,O,O
2041,们,O,O
2042,这,O,O
2043,个,O,O
2044,情,O,O
2045,况,O,O
2046,的,O,O
2047,出,O,O
2048,现,O,O
2049,坑,O,O
2050,肯,O,O
2051,定,O,O
2052,是,O,O
2053,会,O,O
2054,造,O,O
2055,成,O,O
2056,性,O,O
2057,生,O,O
2058,活,O,O
2059,不,O,O
2060,和,O,O
2061,谐,O,O
2062,的,O,O
2063,，,O,O
2064,咱,O,O
2065,们,O,O
2066,目,O,O
2067,前,O,O
2068,是,O,O
2069,打,O,O
2070,算,O,O
2071,改,O,O
2072,善,O,O
2073,下,O,O
2074,这,O,O
2075,个,O,O
2076,问,O,O
2077,题,O,O
2078,吗,O,O
2079,？,O,O
2080,要,O,O
2081,不,O,O
2082,这,O,O
2083,样,O,O
2084,就,O,O
2085,是,O,O
2086,有,O,O
2087,手,B_cause,B_cause
2088,淫,I_cause,I_cause
2089,现,O,O
2090,像,O,O
2091,，,O,O
2092,包,B_part,B_part
2093,皮,I_part,I_part
2094,不,O,O
2095,长,O,O
2096,是,O,O
2097,从,O,O
2098,性,O,O
2099,生,O,O
2100,活,O,O
2101,开,O,O
2102,始,O,O
2103,就,O,O
2104,这,O,O
2105,样,O,O
2106,，,O,O
2107,还,O,O
2108,是,O,O
2109,近,O,O
2110,期,O,O
2111,才,O,O
2112,这,O,O
2113,样,O,O
2114,的,O,O
2115,先,O,O
2116,生,O,O
2117,目,O,O
2118,前,O,O
2119,的,O,O
2120,症,O,O
2121,状,O,O
2122,来,O,O
2123,看,O,O
2124,考,O,O
2125,虑,O,O
2126,是,O,O
2127,前,B_symptom,B_sickness
2128,列,I_symptom,I_sickness
2129,腺,I_symptom,I_sickness
2130,炎,I_symptom,I_sickness
2131,，,O,O
2132,或,O,O
2133,是,O,O
2134,附,B_symptom,B_sickness
2135,睾,I_symptom,I_sickness
2136,炎,I_symptom,I_sickness
2137,导,O,O
2138,致,O,O
2139,，,O,O
2140,具,O,O
2141,体,O,O
2142,原,O,O
2143,因,O,O
2144,需,O,O
2145,要,O,O
2146,做,O,O
2147,进,O,O
2148,一,O,O
2149,步,O,O
2150,检,O,O
2151,查,O,O
2152,才,O,O
2153,可,O,O
2154,以,O,O
2155,确,O,O
2156,诊,O,O
2157,，,O,O
2158,张,O,O
2159,先,O,O
2160,生,O,O
2161,目,O,O
2162,前,O,O
2163,是,O,O
2164,在,O,O
2165,绵,B_address,B_address
2166,阳,I_address,I_address
2167,吗,O,O
2168,？,O,O
2169,主,O,O
2170,要,O,O
2171,是,O,O
2172,有,O,O
2173,的,O,O
2174,说,O,O
2175,不,O,O
2176,正,O,O
2177,常,O,O
2178,有,O,O
2179,的,O,O
2180,说,O,O
2181,正,O,O
2182,常,O,O
2183,我,O,O
2184,已,O,O
2185,经,O,O
2186,通,O,O
2187,过,O,O
2188,智,B_othertreatment,O
2189,源,I_othertreatment,O
2190,肽,I_othertreatment,O
2191,做,O,O
2192,了,O,O
2193,一,B_datetime,B_datetime
2194,个,I_datetime,I_datetime
2195,小,I_datetime,I_datetime
2196,时,I_datetime,I_datetime
2197,的,O,O
2198,精,B_othertreatment,B_medicine
2199,囊,I_othertreatment,I_medicine
2200,疏,I_othertreatment,I_medicine
2201,通,I_othertreatment,I_medicine
2202,和,O,O
2203,8,B_datetime,B_datetime
2204,0,I_datetime,I_datetime
2205,分,I_datetime,I_datetime
2206,钟,I_datetime,I_datetime
2207,直,B_part,B_part
2208,肠,I_part,I_part
2209,这,B_datetime,B_datetime
2210,两,I_datetime,I_datetime
2211,天,I_datetime,I_datetime
2212,不,O,O
2213,行,O,O
2214,，,O,O
2215,要,O,O
2216,过,O,O
2217,一,O,B_datetime
2218,段,O,I_datetime
2219,时,O,I_datetime
2220,间,O,I_datetime
2221,好,O,O
2222,的,O,O
2223,我,O,O
2224,先,O,O
2225,考,O,O
2226,虑,O,O
2227,一,O,O
2228,下,O,O
2229,谢,O,O
2230,谢,O,O
2231,医,O,O
2232,生,O,O
2233,咱,O,O
2234,们,O,O
2235,网,O,O
2236,站,O,O
2237,上,O,O
2238,有,O,O
2239,很,O,O
2240,多,O,O
2241,主,O,O
2242,治,O,O
2243,大,O,O
2244,夫,O,O
2245,其,O,O
2246,实,O,O
2247,挺,B_emotion,O
2248,害,I_emotion,O
2249,羞,I_emotion,O
2250,的,O,O
2251,一,O,O
2252,直,O,O
2253,没,B_emotion,O
2254,好,I_emotion,O
2255,意,I_emotion,O
2256,思,I_emotion,O
2257,去,O,O
2258,看,O,O
2259,一,O,O
2260,直,O,O
2261,也,O,O
2262,没,O,O
2263,有,O,O
2264,检,O,O
2265,查,O,O
2266,一,O,O
2267,下,O,O
2268,是,O,O
2269,什,O,O
2270,么,O,O
2271,病,O,O
2272,因,O,O
2273,病,O,O
2274,灶,O,O
2275,导,O,O
2276,致,O,O
2277,的,O,O
2278,吗,O,O
2279,？,O,O
2280,去,O,O
2281,医,O,O
2282,院,O,O
2283,查,O,O
2284,了,O,O
2285,一,O,O
2286,下,O,O
2287,尿,O,O
2288,真,O,O
2289,的,O,O
2290,不,O,O
2291,贵,O,O
2292,？,O,O
2293,没,O,O
2294,有,O,O
2295,下,O,O
2296,降,O,O
2297,，,O,O
2298,但,O,O
2299,是,O,O
2300,心,B_symptom,B_symptom
2301,有,I_symptom,I_symptom
2302,余,I_symptom,I_symptom
2303,而,I_symptom,I_symptom
2304,力,I_symptom,I_symptom
2305,不,I_symptom,I_symptom
2306,足,I_symptom,I_symptom
2307,我,O,O
2308,看,O,O
2309,有,O,O
2310,没,O,O
2311,优,O,O
2312,惠,O,O
2313,现,O,O
2314,在,O,O
2315,嗯,O,O
2316,，,O,O
2317,先,O,O
2318,不,O,O
2319,要,O,O
2320,着,O,O
2321,急,O,O
2322,，,O,O
2323,我,O,O
2324,先,O,O
2325,了,O,O
2326,解,O,O
2327,清,O,O
2328,楚,O,O
2329,情,O,O
2330,况,O,O
2331,嗯,O,O
2332,，,O,O
2333,上,B_datetime,B_datetime
2334,个,I_datetime,I_datetime
2335,月,I_datetime,I_datetime
2336,是,O,O
2337,几,O,O
2338,号,O,O
2339,来,O,O
2340,的,O,O
2341,月,B_physiology,B_physiology
2342,经,I_physiology,I_physiology
2343,呢,O,O
2344,那,O,O
2345,你,O,O
2346,这,O,O
2347,是,O,O
2348,疲,B_symptom,B_symptom
2349,软,I_symptom,I_symptom
2350,的,O,O
2351,情,O,O
2352,况,O,O
2353,1,O,O
2354,3,O,O
2355,2,O,O
2356,8,O,O
2357,1,O,O
2358,5,O,O
2359,6,O,O
2360,5,O,O
2361,5,O,O
2362,5,O,O
2363,6,O,O
2364,尿,B_check,B_check
2365,检,I_check,I_check
2366,，,O,O
2367,血,B_check,B_check
2368,检,I_check,I_check
2369,，,O,O
2370,前,B_check,B_check
2371,列,I_check,I_check
2372,腺,I_check,I_check
2373,方,I_check,I_check
2374,面,I_check,I_check
2375,检,I_check,I_check
2376,查,I_check,I_check
2377,，,O,O
2378,肾,B_check,B_check
2379,功,I_check,I_check
2380,等,O,O
2381,等,O,O
2382,，,O,O
2383,具,O,O
2384,体,O,O
2385,结,O,O
2386,合,O,O
2387,面,O,O
2388,诊,O,O
2389,后,O,O
2390,的,O,O
2391,实,O,O
2392,际,O,O
2393,情,O,O
2394,况,O,O
2395,最,O,O
2396,近,O,O
2397,我,O,O
2398,龟,B_part,B_part
2399,头,I_part,I_part
2400,的,I_part,O
2401,官,I_part,B_part
2402,沟,I_part,I_part
2403,上,O,O
2404,有,O,O
2405,好,O,B_sickness
2406,多,O,I_sickness
2407,红,B_symptom,I_sickness
2408,包,I_symptom,I_sickness
2409,颗,I_symptom,I_sickness
2410,粒,I_symptom,I_sickness
2411,是,O,O
2412,怎,O,O
2413,么,O,O
2414,回,O,O
2415,事,O,O
2416,嗯,O,O
2417,，,O,O
2418,这,O,O
2419,个,O,O
2420,情,O,O
2421,况,O,O
2422,出,O,O
2423,现,O,O
2424,多,O,O
2425,久,O,O
2426,了,O,O
2427,呢,O,O
2428,3,B_datetime,B_datetime
2429,年,I_datetime,I_datetime
2430,您,O,O
2431,这,O,O
2432,种,O,O
2433,情,O,O
2434,况,O,O
2435,多,O,O
2436,见,O,O
2437,于,O,O
2438,睾,B_symptom,B_sickness
2439,丸,I_symptom,I_sickness
2440,炎,I_symptom,I_sickness
2441,、,O,O
2442,附,B_symptom,B_sickness
2443,睾,I_symptom,I_sickness
2444,炎,I_symptom,I_sickness
2445,或,O,O
2446,睾,B_symptom,B_sickness
2447,丸,I_symptom,I_sickness
2448,鞘,I_symptom,I_sickness
2449,膜,I_symptom,I_sickness
2450,积,I_symptom,I_sickness
2451,液,I_symptom,I_sickness
2452,的,O,O
2453,症,O,O
2454,状,O,O
2455,感,O,O
2456,觉,O,O
2457,以,O,O
2458,前,O,O
2459,都,O,O
2460,没,O,O
2461,有,O,O
2462,毕,O,O
2463,竟,O,O
2464,你,O,O
2465,的,O,O
2466,情,O,O
2467,况,O,O
2468,是,O,O
2469,属,O,O
2470,于,O,O
2471,早,B_datetime,O
2472,期,I_datetime,O
2473,表,O,O
2474,现,O,O
2475,咱,O,O
2476,们,O,O
2477,目,O,O
2478,前,O,O
2479,在,O,O
2480,性,O,O
2481,生,O,O
2482,活,O,O
2483,的,O,O
2484,话,O,O
2485,，,O,O
2486,是,O,O
2487,否,O,O
2488,感,O,O
2489,觉,O,O
2490,龟,B_symptom,B_symptom
2491,头,I_symptom,I_symptom
2492,敏,I_symptom,I_symptom
2493,感,I_symptom,I_symptom
2494,控,B_symptom,B_symptom
2495,制,I_symptom,I_symptom
2496,不,I_symptom,I_symptom
2497,住,I_symptom,I_symptom
2498,射,I_symptom,I_symptom
2499,精,I_symptom,I_symptom
2500,呢,O,O
2501,？,O,O
2502,对,O,O
2503,，,O,O
2504,就,O,O
2505,是,O,O
2506,这,O,O
2507,个,O,O
2508,情,O,O
2509,况,O,O
2510,，,O,O
2511,每,O,O
2512,次,O,O
2513,射,B_symptom,B_symptom
2514,精,I_symptom,I_symptom
2515,特,I_symptom,I_symptom
2516,别,I_symptom,I_symptom
2517,快,I_symptom,I_symptom
2518,怎,O,O
2519,样,O,O
2520,解,O,O
2521,决,O,O
2522,手,B_cause,B_virus
2523,淫,I_cause,I_virus
2524,的,O,O
2525,习,O,O
2526,惯,O,O
2527,我,O,O
2528,吃,O,O
2529,点,O,O
2530,六,B_medicine,B_medicine
2531,味,I_medicine,I_medicine
2532,地,I_medicine,I_medicine
2533,黄,I_medicine,I_medicine
2534,丸,I_medicine,I_medicine
2535,行,O,O
2536,不,O,O
2537,您,O,O
2538,知,O,O
2539,道,O,O
2540,自,O,O
2541,己,O,O
2542,的,O,O
2543,微,O,O
2544,信,O,O
2545,号,O,O
2546,吗,O,O
2547,，,O,O
2548,我,O,O
2549,可,O,O
2550,以,O,O
2551,加,O,O
2552,你,O,O
2553,，,O,O
2554,或,O,O
2555,者,O,O
2556,是,O,O
2557,电,O,O
2558,话,O,O
2559,号,O,O
2560,米,B_symptom,O
2561,大,I_symptom,O
2562,，,O,O
2563,也,O,O
2564,没,O,O
2565,感,O,O
2566,觉,O,O
2567,，,O,O
2568,不,O,O
2569,能,O,O
2570,排,O,O
2571,除,O,O
2572,的,O,O
2573,咱,O,O
2574,们,O,O
2575,目,O,O
2576,前,O,O
2577,是,O,O
2578,有,O,O
2579,什,O,O
2580,么,O,O
2581,主,O,O
2582,要,O,O
2583,问,O,O
2584,题,O,O
2585,呢,O,O
2586,？,O,O
2587,夜,B_symptom,B_symptom
2588,间,I_symptom,I_symptom
2589,小,I_symptom,I_symptom
2590,便,I_symptom,I_symptom
2591,多,I_symptom,I_symptom
2592,你,O,O
2593,好,O,O
2594,，,O,O
2595,你,O,O
2596,多,O,O
2597,大,O,O
2598,年,O,O
2599,龄,O,O
2600,了,O,O
2601,，,O,O
2602,男,O,O
2603,性,O,O
2604,，,O,O
2605,还,O,O
2606,是,O,O
2607,女,O,O
2608,性,O,O
2609,嗯,O,O
2610,，,O,O
2611,做,O,O
2612,这,O,O
2613,个,O,O
2614,检,O,O
2615,查,O,O
2616,大,O,O
2617,概,O,O
2618,需,O,O
2619,要,O,O
2620,多,O,O
2621,少,O,O
2622,费,O,O
2623,用,O,O
2624,？,O,O
2625,明,O,O
2626,后,O,O
2627,几,O,O
2628,天,O,O
2629,，,O,O
2630,上,B_datetime,O
2631,午,I_datetime,O
2632,都,O,O
2633,行,O,O
2634,嗯,O,O
2635,，,O,O
2636,那,O,O
2637,先,O,O
2638,帮,O,O
2639,您,O,O
2640,安,O,O
2641,排,O,O
2642,到,O,O
2643,明,B_datetime,B_datetime
2644,天,I_datetime,I_datetime
2645,上,I_datetime,I_datetime
2646,午,I_datetime,I_datetime
2647,吧,O,O
2648,，,O,O
2649,您,O,O
2650,大,O,O
2651,概,O,O
2652,几,O,O
2653,点,O,O
2654,能,O,O
2655,赶,O,O
2656,到,O,O
2657,医,O,O
2658,院,O,O
2659,这,O,O
2660,边,O,O
2661,呢,O,O
2662,？,O,O
2663,我,O,O
2664,们,O,O
2665,在,O,O
2666,东,B_address,B_address
2667,三,I_address,I_address
2668,环,I_address,I_address
2669,这,O,O
2670,里,O,O
2671,怀,O,B_physiology
2672,孩,O,I_physiology
2673,子,O,I_physiology
2674,验,B_check,B_check
2675,血,I_check,I_check
2676,能,O,O
2677,检,O,O
2678,查,O,O
2679,出,O,O
2680,来,O,O
2681,吗,O,O
2682,？,O,O
2683,治,O,O
2684,疗,O,O
2685,这,O,O
2686,个,O,O
2687,，,O,O
2688,，,O,O
2689,，,O,O
2690,复,O,O
2691,杂,O,O
2692,，,O,O
2693,，,O,O
2694,吗,O,O
2695,？,O,O
2696,绵,B_address,B_address
2697,阳,I_address,I_address
2698,忘,O,O
2699,记,O,O
2700,哪,O,O
2701,个,O,O
2702,医,O,O
2703,院,O,O
2704,了,O,O
2705,那,O,O
2706,检,O,O
2707,查,O,O
2708,报,O,O
2709,告,O,O
2710,还,O,O
2711,有,O,O
2712,吗,O,O
2713,就,O,O
2714,是,O,O
2715,不,O,O
2716,太,O,O
2717,有,O,O
2718,想,O,O
2719,法,O,O
2720,输,O,B_othertreatment
2721,左,B_medicine,I_othertreatment
2722,氧,I_medicine,I_othertreatment
2723,氟,I_medicine,I_othertreatment
2724,沙,I_medicine,I_othertreatment
2725,星,I_medicine,I_othertreatment
2726,可,O,O
2727,以,O,O
2728,吗,O,O
2729,有,O,O
2730,感,O,B_symptom
2731,染,O,I_symptom
2732,，,O,O
2733,只,O,O
2734,不,O,O
2735,过,O,O
2736,是,O,O
2737,洗,O,O
2738,澡,O,O
2739,时,O,O
2740,不,O,O
2741,小,O,O
2742,心,O,O
2743,碰,O,O
2744,破,O,O
2745,了,O,O
2746,以,O,O
2747,后,O,O
2748,我,O,O
2749,就,O,O
2750,自,O,O
2751,己,O,O
2752,在,O,O
2753,那,O,O
2754,搞,O,O
2755,破,O,O
2756,1,O,O
2757,8,O,O
2758,2,O,O
2759,8,O,O
2760,1,O,O
2761,5,O,O
2762,2,O,O
2763,6,O,O
2764,2,O,O
2765,6,O,O
2766,5,O,O
2767,真,O,O
2768,实,O,O
2769,有,O,O
2770,效,O,O
2771,？,O,O
2772,肾,B_symptom,B_sickness
2773,虚,I_symptom,I_sickness
2774,是,O,O
2775,不,O,O
